,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
2942,BE,2016,HCH-beta,47,1.0,0.011,0.0,0.0,0.0,0.0
2948,BE,2016,Hexachlorobenzene,47,1.0,0.0307,0.0,0.0,0.0,0.0
3121,BE,2018,Copper compounds,4,0.0,0.0,0.0,2.0,0.054,0.0014
3153,BE,2019,Copper compounds,6,0.0,0.0,0.0,2.0,0.0995,0.0431
3201,BE,2021,Copper compounds,5,0.0,0.0,0.0,2.0,0.0555,0.0007
3321,BE,2022,Bromide ion,4,4.0,1.775,0.25,0.0,0.0,0.0
3343,BE,2022,Chlorate,4,0.0,0.0,0.0,1.0,0.019,0.0
3364,BE,2022,Copper compounds,4,0.0,0.0,0.0,2.0,0.0555,0.0078
3749,BE,2023,DDT (sum),34,0.0,0.0,0.0,1.0,0.035,0.0
3736,BE,2023,Chlorate,13,0.0,0.0,0.0,1.0,0.011,0.0
3743,BE,2023,Copper compounds,4,0.0,0.0,0.0,1.0,0.052,0.0
3865,BE,2024,DDT (sum),31,0.0,0.0,0.0,1.0,0.014,0.0
3852,BE,2024,Chlorate,13,0.0,0.0,0.0,1.0,0.022,0.0
3997,CY,2011,DDT (sum),21,0.0,0.0,0.0,1.0,0.0021,0.0002
4250,CY,2014,DDT (sum),20,0.0,0.0,0.0,3.0,0.004,0.0008
4310,CY,2015,DDT (sum),16,0.0,0.0,0.0,1.0,0.0036,0.0002
4404,CY,2016,DDT (sum),25,0.0,0.0,0.0,2.0,0.005,0.0018
5006,CY,2023,Copper compounds,5,0.0,0.0,0.0,5.0,0.0436,0.0047
5015,CY,2024,Copper compounds,5,0.0,0.0,0.0,4.0,0.0422,0.0114
5797,CZ,2018,DDT (sum),11,0.0,0.0,0.0,1.0,0.001,0.0
5989,CZ,2021,Chlorpyrifos,14,0.0,0.0,0.0,1.0,0.005,0.0
5990,CZ,2021,Chlorpyrifos-methyl,14,0.0,0.0,0.0,1.0,0.005,0.0
6001,CZ,2021,Cypermethrin (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6004,CZ,2021,DDT (sum),14,0.0,0.0,0.0,2.0,0.0087,0.009
6005,CZ,2021,Deltamethrin,14,0.0,0.0,0.0,1.0,0.02,0.0
6007,CZ,2021,Diazinon,14,0.0,0.0,0.0,1.0,0.01,0.0
6012,CZ,2021,Dieldrin (sum),14,0.0,0.0,0.0,1.0,0.0027,0.0012
6028,CZ,2021,Endosulfan (sum),14,0.0,0.0,0.0,1.0,0.0075,0.005
6037,CZ,2021,Famoxadone,14,0.0,0.0,0.0,1.0,0.01,0.0
6047,CZ,2021,Fenvalerate/Esfenvalerate (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6048,CZ,2021,Fipronil (sum),14,0.0,0.0,0.0,1.0,0.0027,0.0012
6070,CZ,2021,HCH-alpha,14,0.0,0.0,0.0,1.0,0.005,0.0
6071,CZ,2021,HCH-beta,14,0.0,0.0,0.0,1.0,0.005,0.0
6072,CZ,2021,Heptachlor (sum),14,0.0,0.0,0.0,1.0,0.002,0.0014
6074,CZ,2021,Hexachlorobenzene,14,0.0,0.0,0.0,1.0,0.005,0.0
6081,CZ,2021,Indoxacarb (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6095,CZ,2021,Lindane,14,0.0,0.0,0.0,1.0,0.005,0.0
6110,CZ,2021,Methoxychlor,14,0.0,0.0,0.0,1.0,0.005,0.0
6135,CZ,2021,Parathion,14,0.0,0.0,0.0,1.0,0.01,0.0
6141,CZ,2021,Permethrin (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6152,CZ,2021,Pirimiphos-methyl (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6139,CZ,2021,Pendimethalin,13,0.0,0.0,0.0,1.0,0.01,0.0
5957,CZ,2021,Azinphos-ethyl,2,0.0,0.0,0.0,1.0,0.01,0.0
5967,CZ,2021,Bixafen (sum),2,1.0,0.01,0.0,0.0,0.0,0.0
5986,CZ,2021,Chlorobenzilate,2,0.0,0.0,0.0,1.0,0.01,0.0
5999,CZ,2021,Cyfluthrin (sum),2,0.0,0.0,0.0,1.0,0.01,0.0
6029,CZ,2021,Endrin,2,0.0,0.0,0.0,1.0,0.0008,0.0
6034,CZ,2021,Etofenprox,2,0.0,0.0,0.0,1.0,0.01,0.0
6035,CZ,2021,Etoxazole,2,1.0,0.01,0.0,0.0,0.0,0.0
6046,CZ,2021,Fenthion (sum),2,1.0,0.002,0.0,1.0,0.0027,0.0031
6058,CZ,2021,Fluquinconazole,2,0.0,0.0,0.0,1.0,0.01,0.0
6108,CZ,2021,Methidathion,2,0.0,0.0,0.0,1.0,0.01,0.0
6136,CZ,2021,Parathion-methyl (sum),2,1.0,0.005,0.0,1.0,0.0075,0.0035
6153,CZ,2021,Profenofos,2,0.0,0.0,0.0,1.0,0.01,0.0
6172,CZ,2021,Pyrazophos,2,0.0,0.0,0.0,1.0,0.01,0.0
6174,CZ,2021,Pyridaben,2,1.0,0.01,0.0,0.0,0.0,0.0
6178,CZ,2021,Pyriproxyfen,2,1.0,0.01,0.0,0.0,0.0,0.0
6182,CZ,2021,Quintozene (sum),2,1.0,0.005,0.0,1.0,0.0075,0.0035
6205,CZ,2021,Tetraconazole (sum),2,0.0,0.0,0.0,1.0,0.01,0.0
6217,CZ,2021,Triazophos,2,0.0,0.0,0.0,1.0,0.01,0.0
5947,CZ,2021,Abamectin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5948,CZ,2021,Acephate,1,1.0,0.01,0.0,0.0,0.0,0.0
5949,CZ,2021,Acetochlor,1,1.0,0.01,0.0,0.0,0.0,0.0
5950,CZ,2021,Aclonifen,1,1.0,0.01,0.0,0.0,0.0,0.0
5951,CZ,2021,Alachlor,1,1.0,0.01,0.0,0.0,0.0,0.0
5952,CZ,2021,Aldicarb (sum),1,1.0,0.0045,0.003,0.0,0.0,0.0
5953,CZ,2021,Ametoctradin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5954,CZ,2021,Ametryn,1,1.0,0.01,0.0,0.0,0.0,0.0
5955,CZ,2021,Amitraz (sum),1,1.0,0.005,0.0043,0.0,0.0,0.0
5956,CZ,2021,Atrazine,1,1.0,0.01,0.0,0.0,0.0,0.0
5958,CZ,2021,Azinphos-methyl,1,0.0,0.0,0.0,1.0,0.01,0.0
5959,CZ,2021,Aziprotryne,1,1.0,0.01,0.0,0.0,0.0,0.0
5960,CZ,2021,Azoxystrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
5961,CZ,2021,Benalaxyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5962,CZ,2021,Bifenox,1,1.0,0.01,0.0,0.0,0.0,0.0
5964,CZ,2021,Bioresmethrin,1,1.0,0.01,0.0,0.0,0.0,0.0
5965,CZ,2021,Biphenyl,1,1.0,0.01,0.0,0.0,0.0,0.0
5966,CZ,2021,Bitertanol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5968,CZ,2021,Boscalid (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
5969,CZ,2021,Bromfenvinfos,1,1.0,0.01,0.0,0.0,0.0,0.0
5970,CZ,2021,Bromophos,1,1.0,0.01,0.0,0.0,0.0,0.0
5971,CZ,2021,Bromophos-ethyl,1,1.0,0.01,0.0,0.0,0.0,0.0
5972,CZ,2021,Bromopropylate,1,1.0,0.01,0.0,0.0,0.0,0.0
5973,CZ,2021,Bromuconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5974,CZ,2021,Buprofezin,1,1.0,0.01,0.0,0.0,0.0,0.0
5975,CZ,2021,Butylate,1,1.0,0.01,0.0,0.0,0.0,0.0
5976,CZ,2021,Cadusafos,1,1.0,0.01,0.0,0.0,0.0,0.0
5977,CZ,2021,Carbaryl,1,1.0,0.01,0.0,0.0,0.0,0.0
5978,CZ,2021,Carbendazim and benomyl (sum),1,1.0,0.01,0.0,1.0,0.01,0.0
5979,CZ,2021,Carbendazim and thiophanate-methyl (sum),1,1.0,0.016,0.0,0.0,0.0,0.0
5980,CZ,2021,Carbofuran (sum),1,1.0,0.001,0.0,0.0,0.0,0.0
5981,CZ,2021,Carboxin,1,1.0,0.01,0.0,0.0,0.0,0.0
5982,CZ,2021,Chlorantraniliprole,1,1.0,0.01,0.0,0.0,0.0,0.0
5983,CZ,2021,Chlorbromuron,1,1.0,0.01,0.0,0.0,0.0,0.0
5985,CZ,2021,Chlorfenvinphos,1,1.0,0.01,0.0,0.0,0.0,0.0
5987,CZ,2021,Chlorothalonil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5988,CZ,2021,Chlorotoluron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5991,CZ,2021,Cinidon-ethyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5992,CZ,2021,Clofentezine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5993,CZ,2021,Clomazone (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
5994,CZ,2021,Coumaphos,1,1.0,0.01,0.0,0.0,0.0,0.0
5995,CZ,2021,Cyanazine,1,1.0,0.01,0.0,0.0,0.0,0.0
5996,CZ,2021,Cyazofamid,1,1.0,0.01,0.0,0.0,0.0,0.0
5997,CZ,2021,Cycloate,1,1.0,0.01,0.0,0.0,0.0,0.0
5998,CZ,2021,Cycloxydim (sum),1,1.0,0.022,0.017,0.0,0.0,0.0
6000,CZ,2021,Cymoxanil,1,1.0,0.01,0.0,0.0,0.0,0.0
6002,CZ,2021,Cyproconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6003,CZ,2021,Cyprodinil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6006,CZ,2021,Desmedipham,1,1.0,0.01,0.0,0.0,0.0,0.0
6008,CZ,2021,Dichlofluanid and DMSA (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6009,CZ,2021,Dichlorvos,1,1.0,0.01,0.0,0.0,0.0,0.0
6010,CZ,2021,Diclobutrazol,1,1.0,0.01,0.0,0.0,0.0,0.0
6011,CZ,2021,Dicloran,1,1.0,0.01,0.0,0.0,0.0,0.0
6013,CZ,2021,Diethofencarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6014,CZ,2021,Difenoconazole,1,1.0,0.005,0.0,0.0,0.0,0.0
6015,CZ,2021,Diflubenzuron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6016,CZ,2021,Diflufenican,1,1.0,0.01,0.0,0.0,0.0,0.0
6017,CZ,2021,Dimethachlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6018,CZ,2021,Dimethenamid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6019,CZ,2021,Dimethomorph (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6020,CZ,2021,Dimoxystrobin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6021,CZ,2021,Diniconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6022,CZ,2021,Diphenylamine,1,0.0,0.0,0.0,1.0,0.01,0.0
6023,CZ,2021,Disulfoton (sum),1,1.0,0.0045,0.003,0.0,0.0,0.0
6024,CZ,2021,Ditalimfos,1,1.0,0.01,0.0,0.0,0.0,0.0
6025,CZ,2021,Diuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6026,CZ,2021,Dodine,1,1.0,0.01,0.0,0.0,0.0,0.0
6027,CZ,2021,EPN,1,1.0,0.01,0.0,0.0,0.0,0.0
6030,CZ,2021,Epoxiconazole,1,1.0,0.002,0.0,0.0,0.0,0.0
6031,CZ,2021,Ethion,1,1.0,0.01,0.0,0.0,0.0,0.0
6032,CZ,2021,Ethirimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6033,CZ,2021,Ethoprophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6036,CZ,2021,Etrimfos,1,1.0,0.01,0.0,0.0,0.0,0.0
6038,CZ,2021,Fenamidone,1,1.0,0.01,0.0,0.0,0.0,0.0
6039,CZ,2021,Fenarimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6040,CZ,2021,Fenazaquin,1,1.0,0.01,0.0,0.0,0.0,0.0
6041,CZ,2021,Fenhexamid,1,1.0,0.01,0.0,0.0,0.0,0.0
6042,CZ,2021,Fenitrothion,1,1.0,0.01,0.0,0.0,0.0,0.0
6043,CZ,2021,Fenoxycarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6044,CZ,2021,Fenpropathrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6045,CZ,2021,Fenpropimorph (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6049,CZ,2021,Fluazinam,1,1.0,0.01,0.0,0.0,0.0,0.0
6050,CZ,2021,Flubendiamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6051,CZ,2021,Fludioxonil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6052,CZ,2021,Flufenacet (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6053,CZ,2021,Flufenoxuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6054,CZ,2021,Flumioxazin,1,1.0,0.01,0.0,0.0,0.0,0.0
6055,CZ,2021,Fluopicolide,1,1.0,0.01,0.0,0.0,0.0,0.0
6057,CZ,2021,Fluopyram (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6059,CZ,2021,Flusilazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6060,CZ,2021,Flutolanil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6061,CZ,2021,Flutriafol,1,1.0,0.01,0.0,0.0,0.0,0.0
6062,CZ,2021,Fluxapyroxad,1,1.0,0.01,0.0,0.0,0.0,0.0
6063,CZ,2021,Fomesafen,1,1.0,0.01,0.0,0.0,0.0,0.0
6064,CZ,2021,Fonofos,1,1.0,0.01,0.0,0.0,0.0,0.0
6065,CZ,2021,Formothion,1,1.0,0.01,0.0,0.0,0.0,0.0
6066,CZ,2021,Fosthiazate,1,1.0,0.01,0.0,0.0,0.0,0.0
6067,CZ,2021,Fuberidazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6073,CZ,2021,Heptenophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6075,CZ,2021,Hexaconazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6076,CZ,2021,Hexaflumuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6077,CZ,2021,Hexazinone,1,1.0,0.01,0.0,0.0,0.0,0.0
6078,CZ,2021,Hexythiazox (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6079,CZ,2021,Imazalil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6080,CZ,2021,Imidacloprid,1,1.0,0.01,0.0,0.0,0.0,0.0
6082,CZ,2021,Ipconazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6083,CZ,2021,Iprovalicarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6084,CZ,2021,Isocarbophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6085,CZ,2021,Isodrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6086,CZ,2021,Isofenphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6087,CZ,2021,Isofenphos-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6088,CZ,2021,Isoprocarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6089,CZ,2021,Isoprothiolane,1,1.0,0.01,0.0,0.0,0.0,0.0
6090,CZ,2021,Isoproturon,1,1.0,0.01,0.0,0.0,0.0,0.0
6091,CZ,2021,Isopyrazam (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6092,CZ,2021,Kresoxim methyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6093,CZ,2021,Lambda-cyhalothrin (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6094,CZ,2021,Lenacil,1,1.0,0.01,0.0,0.0,0.0,0.0
6096,CZ,2021,Linuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6097,CZ,2021,Lufenuron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6098,CZ,2021,Malathion (sum),1,1.0,0.0067,0.0029,0.0,0.0,0.0
6099,CZ,2021,Mecarbam,1,1.0,0.01,0.0,0.0,0.0,0.0
6100,CZ,2021,Mepronil,1,1.0,0.01,0.0,0.0,0.0,0.0
6101,CZ,2021,Metaflumizone (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6102,CZ,2021,Metalaxyl and metalaxyl-M (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6103,CZ,2021,Metaldehyde,1,1.0,0.01,0.0,0.0,0.0,0.0
6104,CZ,2021,Metamitron,1,1.0,0.01,0.0,0.0,0.0,0.0
6105,CZ,2021,Metazachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6106,CZ,2021,Methacrifos,1,1.0,0.01,0.0,0.0,0.0,0.0
6107,CZ,2021,Methamidophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6109,CZ,2021,Methiocarb (sum),1,1.0,0.0145,0.009,0.0,0.0,0.0
6111,CZ,2021,Methoxyfenozide,1,1.0,0.01,0.0,0.0,0.0,0.0
6112,CZ,2021,Metobromuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6113,CZ,2021,Metolachlor and S-metolachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6114,CZ,2021,Metoxuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6115,CZ,2021,Metrafenone,1,1.0,0.01,0.0,0.0,0.0,0.0
6116,CZ,2021,Metribuzin,1,1.0,0.01,0.0,1.0,0.01,0.0
6117,CZ,2021,Mevinphos (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6118,CZ,2021,Molinate,1,1.0,0.01,0.0,0.0,0.0,0.0
6119,CZ,2021,Monocrotophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6120,CZ,2021,Monolinuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6121,CZ,2021,Napropamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6122,CZ,2021,Nitenpyram,1,1.0,0.01,0.0,0.0,0.0,0.0
6123,CZ,2021,Nitrofen,1,1.0,0.01,0.0,0.0,0.0,0.0
6124,CZ,2021,Novaluron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6125,CZ,2021,Nuarimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6126,CZ,2021,Ofurace,1,1.0,0.01,0.0,0.0,0.0,0.0
6127,CZ,2021,Oxadiazon,1,1.0,0.01,0.0,0.0,0.0,0.0
6128,CZ,2021,Oxadixyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6129,CZ,2021,Oxamyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6130,CZ,2021,Oxycarboxin,1,1.0,0.01,0.0,0.0,0.0,0.0
6132,CZ,2021,Oxydemeton-methyl (sum),1,1.0,0.0067,0.0029,0.0,0.0,0.0
6133,CZ,2021,Oxyfluorfen,1,1.0,0.01,0.0,0.0,0.0,0.0
6134,CZ,2021,Paclobutrazol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6137,CZ,2021,Penconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6138,CZ,2021,Pencycuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6140,CZ,2021,Penflufen (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6142,CZ,2021,Pethoxamid,1,1.0,0.01,0.0,0.0,0.0,0.0
6143,CZ,2021,Phenthoate,1,1.0,0.01,0.0,0.0,0.0,0.0
6144,CZ,2021,Phosalone,1,1.0,0.01,0.0,0.0,0.0,0.0
6145,CZ,2021,Phosmet (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6146,CZ,2021,Phosphamidon,1,1.0,0.01,0.0,0.0,0.0,0.0
6147,CZ,2021,Phoxim,1,1.0,0.01,0.0,0.0,0.0,0.0
6148,CZ,2021,Picolinafen,1,1.0,0.01,0.0,0.0,0.0,0.0
6149,CZ,2021,Picoxystrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
6150,CZ,2021,Pirimicarb (sum),1,1.0,0.0137,0.0064,0.0,0.0,0.0
6151,CZ,2021,Pirimiphos-Ethyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6154,CZ,2021,Prometryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6155,CZ,2021,Propachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6156,CZ,2021,Propaquizafop,1,1.0,0.01,0.0,0.0,0.0,0.0
6157,CZ,2021,Propargite,1,1.0,0.01,0.0,0.0,0.0,0.0
6158,CZ,2021,Propazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6159,CZ,2021,Propetamphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6160,CZ,2021,Propham,1,1.0,0.01,0.0,0.0,0.0,0.0
6161,CZ,2021,Propiconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6162,CZ,2021,Propisochlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6163,CZ,2021,Propoxur,1,1.0,0.01,0.0,0.0,0.0,0.0
6164,CZ,2021,Propyzamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6165,CZ,2021,Proquinazid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6166,CZ,2021,Prosulfocarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6167,CZ,2021,Prosulfuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6168,CZ,2021,Prothioconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6169,CZ,2021,Prothiofos,1,1.0,0.01,0.0,0.0,0.0,0.0
6170,CZ,2021,Pymetrozine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6171,CZ,2021,Pyraclostrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
6173,CZ,2021,Pyrethrins,1,1.0,0.01,0.0,0.0,0.0,0.0
6175,CZ,2021,Pyridaphenthion,1,1.0,0.01,0.0,0.0,0.0,0.0
6176,CZ,2021,Pyrifenox,1,1.0,0.01,0.0,0.0,0.0,0.0
6177,CZ,2021,Pyrimethanil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6179,CZ,2021,Quinalphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6180,CZ,2021,Quinoclamine,1,1.0,0.01,0.0,0.0,0.0,0.0
6181,CZ,2021,Quinoxyfen,1,1.0,0.01,0.0,0.0,0.0,0.0
6184,CZ,2021,Rotenone,1,1.0,0.01,0.0,0.0,0.0,0.0
6185,CZ,2021,Secbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
6186,CZ,2021,Silthiofam,1,1.0,0.01,0.0,0.0,0.0,0.0
6187,CZ,2021,Simazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6188,CZ,2021,Simetryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6189,CZ,2021,Spinosad (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
6190,CZ,2021,Spirodiclofen,1,1.0,0.004,0.0,0.0,0.0,0.0
6191,CZ,2021,Spiromesifen,1,1.0,0.01,0.0,0.0,0.0,0.0
6192,CZ,2021,Spiroxamine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6193,CZ,2021,Sulfotep,1,1.0,0.01,0.0,0.0,0.0,0.0
6194,CZ,2021,Tebufenozide,1,1.0,0.01,0.0,0.0,0.0,0.0
6195,CZ,2021,Tebufenpyrad,1,1.0,0.01,0.0,0.0,0.0,0.0
6197,CZ,2021,Teflubenzuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6198,CZ,2021,Tefluthrin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6199,CZ,2021,Terbacil,1,1.0,0.01,0.0,0.0,0.0,0.0
6200,CZ,2021,Terbufos (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6201,CZ,2021,Terbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
6202,CZ,2021,Terbuthylazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6203,CZ,2021,Terbutryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6204,CZ,2021,Tetrachlorvinphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6206,CZ,2021,Tetradifon,1,1.0,0.01,0.0,0.0,0.0,0.0
6207,CZ,2021,Tetramethrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6208,CZ,2021,Thiacloprid,1,1.0,0.01,0.0,0.0,0.0,0.0
6209,CZ,2021,Thiamethoxam (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6210,CZ,2021,Thiencarbazone-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6211,CZ,2021,Thiometon,1,1.0,0.01,0.0,0.0,0.0,0.0
