,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
2921,BE,2014,HCH-beta,29,0.0,0.0,0.0,4.0,0.0007,0.0005
2935,BE,2015,DDT (sum),12,0.0,0.0,0.0,2.0,0.0114,0.0004
2945,BE,2015,HCH-beta,12,1.0,0.0105,0.0,0.0,0.0,0.0
3018,BE,2016,DDT (sum),47,1.0,0.058,0.0,5.0,0.0234,0.0084
3030,BE,2016,Dieldrin (sum),47,1.0,0.0138,0.0,0.0,0.0,0.0
3091,BE,2016,HCH-beta,47,1.0,0.011,0.0,0.0,0.0,0.0
3097,BE,2016,Hexachlorobenzene,47,1.0,0.0307,0.0,0.0,0.0,0.0
3270,BE,2018,Copper compounds,4,0.0,0.0,0.0,2.0,0.054,0.0014
3302,BE,2019,Copper compounds,6,0.0,0.0,0.0,2.0,0.0995,0.0431
3350,BE,2021,Copper compounds,5,0.0,0.0,0.0,2.0,0.0555,0.0007
3470,BE,2022,Bromide ion,4,4.0,1.775,0.25,0.0,0.0,0.0
3492,BE,2022,Chlorate,4,0.0,0.0,0.0,1.0,0.019,0.0
3513,BE,2022,Copper compounds,4,0.0,0.0,0.0,2.0,0.0555,0.0078
3898,BE,2023,DDT (sum),34,0.0,0.0,0.0,1.0,0.035,0.0
3885,BE,2023,Chlorate,13,0.0,0.0,0.0,1.0,0.011,0.0
3892,BE,2023,Copper compounds,4,0.0,0.0,0.0,1.0,0.052,0.0
4014,BE,2024,DDT (sum),31,0.0,0.0,0.0,1.0,0.014,0.0
4001,BE,2024,Chlorate,13,0.0,0.0,0.0,1.0,0.022,0.0
4146,CY,2011,DDT (sum),21,0.0,0.0,0.0,1.0,0.0021,0.0002
4418,CY,2013,DDT (sum),30,0.0,0.0,0.0,1.0,0.0021,0.0002
4590,CY,2014,DDT (sum),20,0.0,0.0,0.0,3.0,0.004,0.0008
4650,CY,2015,DDT (sum),16,0.0,0.0,0.0,1.0,0.0036,0.0002
4744,CY,2016,DDT (sum),25,0.0,0.0,0.0,2.0,0.005,0.0018
5373,CY,2023,Copper compounds,5,0.0,0.0,0.0,5.0,0.0436,0.0047
5382,CY,2024,Copper compounds,5,0.0,0.0,0.0,4.0,0.0422,0.0114
6165,CZ,2018,DDT (sum),11,0.0,0.0,0.0,1.0,0.001,0.0
6227,CZ,2019,DDT (sum),17,0.0,0.0,0.0,1.0,0.002,0.0
6365,CZ,2021,Chlorpyrifos,14,0.0,0.0,0.0,1.0,0.005,0.0
6366,CZ,2021,Chlorpyrifos-methyl,14,0.0,0.0,0.0,1.0,0.005,0.0
6377,CZ,2021,Cypermethrin (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6380,CZ,2021,DDT (sum),14,0.0,0.0,0.0,2.0,0.0087,0.009
6381,CZ,2021,Deltamethrin,14,0.0,0.0,0.0,1.0,0.02,0.0
6383,CZ,2021,Diazinon,14,0.0,0.0,0.0,1.0,0.01,0.0
6388,CZ,2021,Dieldrin (sum),14,0.0,0.0,0.0,1.0,0.0027,0.0012
6404,CZ,2021,Endosulfan (sum),14,0.0,0.0,0.0,1.0,0.0075,0.005
6413,CZ,2021,Famoxadone,14,0.0,0.0,0.0,1.0,0.01,0.0
6423,CZ,2021,Fenvalerate/Esfenvalerate (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6424,CZ,2021,Fipronil (sum),14,0.0,0.0,0.0,1.0,0.0027,0.0012
6446,CZ,2021,HCH-alpha,14,0.0,0.0,0.0,1.0,0.005,0.0
6447,CZ,2021,HCH-beta,14,0.0,0.0,0.0,1.0,0.005,0.0
6448,CZ,2021,Heptachlor (sum),14,0.0,0.0,0.0,1.0,0.002,0.0014
6450,CZ,2021,Hexachlorobenzene,14,0.0,0.0,0.0,1.0,0.005,0.0
6457,CZ,2021,Indoxacarb (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6471,CZ,2021,Lindane,14,0.0,0.0,0.0,1.0,0.005,0.0
6486,CZ,2021,Methoxychlor,14,0.0,0.0,0.0,1.0,0.005,0.0
6511,CZ,2021,Parathion,14,0.0,0.0,0.0,1.0,0.01,0.0
6517,CZ,2021,Permethrin (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6528,CZ,2021,Pirimiphos-methyl (sum),14,0.0,0.0,0.0,1.0,0.01,0.0
6515,CZ,2021,Pendimethalin,13,0.0,0.0,0.0,1.0,0.01,0.0
6333,CZ,2021,Azinphos-ethyl,2,0.0,0.0,0.0,1.0,0.01,0.0
6343,CZ,2021,Bixafen (sum),2,1.0,0.01,0.0,0.0,0.0,0.0
6362,CZ,2021,Chlorobenzilate,2,0.0,0.0,0.0,1.0,0.01,0.0
6375,CZ,2021,Cyfluthrin (sum),2,0.0,0.0,0.0,1.0,0.01,0.0
6405,CZ,2021,Endrin,2,0.0,0.0,0.0,1.0,0.0008,0.0
6410,CZ,2021,Etofenprox,2,0.0,0.0,0.0,1.0,0.01,0.0
6411,CZ,2021,Etoxazole,2,1.0,0.01,0.0,0.0,0.0,0.0
6422,CZ,2021,Fenthion (sum),2,1.0,0.002,0.0,1.0,0.0027,0.0031
6434,CZ,2021,Fluquinconazole,2,0.0,0.0,0.0,1.0,0.01,0.0
6484,CZ,2021,Methidathion,2,0.0,0.0,0.0,1.0,0.01,0.0
6512,CZ,2021,Parathion-methyl (sum),2,1.0,0.005,0.0,1.0,0.0075,0.0035
6529,CZ,2021,Profenofos,2,0.0,0.0,0.0,1.0,0.01,0.0
6548,CZ,2021,Pyrazophos,2,0.0,0.0,0.0,1.0,0.01,0.0
6550,CZ,2021,Pyridaben,2,1.0,0.01,0.0,0.0,0.0,0.0
6554,CZ,2021,Pyriproxyfen,2,1.0,0.01,0.0,0.0,0.0,0.0
6558,CZ,2021,Quintozene (sum),2,1.0,0.005,0.0,1.0,0.0075,0.0035
6581,CZ,2021,Tetraconazole (sum),2,0.0,0.0,0.0,1.0,0.01,0.0
6593,CZ,2021,Triazophos,2,0.0,0.0,0.0,1.0,0.01,0.0
6323,CZ,2021,Abamectin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6324,CZ,2021,Acephate,1,1.0,0.01,0.0,0.0,0.0,0.0
6325,CZ,2021,Acetochlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6326,CZ,2021,Aclonifen,1,1.0,0.01,0.0,0.0,0.0,0.0
6327,CZ,2021,Alachlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6328,CZ,2021,Aldicarb (sum),1,1.0,0.0045,0.003,0.0,0.0,0.0
6329,CZ,2021,Ametoctradin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6330,CZ,2021,Ametryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6331,CZ,2021,Amitraz (sum),1,1.0,0.005,0.0043,0.0,0.0,0.0
6332,CZ,2021,Atrazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6334,CZ,2021,Azinphos-methyl,1,0.0,0.0,0.0,1.0,0.01,0.0
6335,CZ,2021,Aziprotryne,1,1.0,0.01,0.0,0.0,0.0,0.0
6336,CZ,2021,Azoxystrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
6337,CZ,2021,Benalaxyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6338,CZ,2021,Bifenox,1,1.0,0.01,0.0,0.0,0.0,0.0
6340,CZ,2021,Bioresmethrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6341,CZ,2021,Biphenyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6342,CZ,2021,Bitertanol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6344,CZ,2021,Boscalid (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6345,CZ,2021,Bromfenvinfos,1,1.0,0.01,0.0,0.0,0.0,0.0
6346,CZ,2021,Bromophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6347,CZ,2021,Bromophos-ethyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6348,CZ,2021,Bromopropylate,1,1.0,0.01,0.0,0.0,0.0,0.0
6349,CZ,2021,Bromuconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6350,CZ,2021,Buprofezin,1,1.0,0.01,0.0,0.0,0.0,0.0
6351,CZ,2021,Butylate,1,1.0,0.01,0.0,0.0,0.0,0.0
6352,CZ,2021,Cadusafos,1,1.0,0.01,0.0,0.0,0.0,0.0
6353,CZ,2021,Carbaryl,1,1.0,0.01,0.0,0.0,0.0,0.0
6354,CZ,2021,Carbendazim and benomyl (sum),1,1.0,0.01,0.0,1.0,0.01,0.0
6355,CZ,2021,Carbendazim and thiophanate-methyl (sum),1,1.0,0.016,0.0,0.0,0.0,0.0
6356,CZ,2021,Carbofuran (sum),1,1.0,0.001,0.0,0.0,0.0,0.0
6357,CZ,2021,Carboxin,1,1.0,0.01,0.0,0.0,0.0,0.0
6358,CZ,2021,Chlorantraniliprole,1,1.0,0.01,0.0,0.0,0.0,0.0
6359,CZ,2021,Chlorbromuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6361,CZ,2021,Chlorfenvinphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6363,CZ,2021,Chlorothalonil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6364,CZ,2021,Chlorotoluron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6367,CZ,2021,Cinidon-ethyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6368,CZ,2021,Clofentezine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6369,CZ,2021,Clomazone (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6370,CZ,2021,Coumaphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6371,CZ,2021,Cyanazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6372,CZ,2021,Cyazofamid,1,1.0,0.01,0.0,0.0,0.0,0.0
6373,CZ,2021,Cycloate,1,1.0,0.01,0.0,0.0,0.0,0.0
6374,CZ,2021,Cycloxydim (sum),1,1.0,0.022,0.017,0.0,0.0,0.0
6376,CZ,2021,Cymoxanil,1,1.0,0.01,0.0,0.0,0.0,0.0
6378,CZ,2021,Cyproconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6379,CZ,2021,Cyprodinil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6382,CZ,2021,Desmedipham,1,1.0,0.01,0.0,0.0,0.0,0.0
6384,CZ,2021,Dichlofluanid and DMSA (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6385,CZ,2021,Dichlorvos,1,1.0,0.01,0.0,0.0,0.0,0.0
6386,CZ,2021,Diclobutrazol,1,1.0,0.01,0.0,0.0,0.0,0.0
6387,CZ,2021,Dicloran,1,1.0,0.01,0.0,0.0,0.0,0.0
6389,CZ,2021,Diethofencarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6390,CZ,2021,Difenoconazole,1,1.0,0.005,0.0,0.0,0.0,0.0
6391,CZ,2021,Diflubenzuron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6392,CZ,2021,Diflufenican,1,1.0,0.01,0.0,0.0,0.0,0.0
6393,CZ,2021,Dimethachlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6394,CZ,2021,Dimethenamid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6395,CZ,2021,Dimethomorph (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6396,CZ,2021,Dimoxystrobin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6397,CZ,2021,Diniconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6398,CZ,2021,Diphenylamine,1,0.0,0.0,0.0,1.0,0.01,0.0
6399,CZ,2021,Disulfoton (sum),1,1.0,0.0045,0.003,0.0,0.0,0.0
6400,CZ,2021,Ditalimfos,1,1.0,0.01,0.0,0.0,0.0,0.0
6401,CZ,2021,Diuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6402,CZ,2021,Dodine,1,1.0,0.01,0.0,0.0,0.0,0.0
6403,CZ,2021,EPN,1,1.0,0.01,0.0,0.0,0.0,0.0
6406,CZ,2021,Epoxiconazole,1,1.0,0.002,0.0,0.0,0.0,0.0
6407,CZ,2021,Ethion,1,1.0,0.01,0.0,0.0,0.0,0.0
6408,CZ,2021,Ethirimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6409,CZ,2021,Ethoprophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6412,CZ,2021,Etrimfos,1,1.0,0.01,0.0,0.0,0.0,0.0
6414,CZ,2021,Fenamidone,1,1.0,0.01,0.0,0.0,0.0,0.0
6415,CZ,2021,Fenarimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6416,CZ,2021,Fenazaquin,1,1.0,0.01,0.0,0.0,0.0,0.0
6417,CZ,2021,Fenhexamid,1,1.0,0.01,0.0,0.0,0.0,0.0
6418,CZ,2021,Fenitrothion,1,1.0,0.01,0.0,0.0,0.0,0.0
6419,CZ,2021,Fenoxycarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6420,CZ,2021,Fenpropathrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6421,CZ,2021,Fenpropimorph (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6425,CZ,2021,Fluazinam,1,1.0,0.01,0.0,0.0,0.0,0.0
6426,CZ,2021,Flubendiamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6427,CZ,2021,Fludioxonil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6428,CZ,2021,Flufenacet (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6429,CZ,2021,Flufenoxuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6430,CZ,2021,Flumioxazin,1,1.0,0.01,0.0,0.0,0.0,0.0
6431,CZ,2021,Fluopicolide,1,1.0,0.01,0.0,0.0,0.0,0.0
6433,CZ,2021,Fluopyram (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6435,CZ,2021,Flusilazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6436,CZ,2021,Flutolanil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6437,CZ,2021,Flutriafol,1,1.0,0.01,0.0,0.0,0.0,0.0
6438,CZ,2021,Fluxapyroxad,1,1.0,0.01,0.0,0.0,0.0,0.0
6439,CZ,2021,Fomesafen,1,1.0,0.01,0.0,0.0,0.0,0.0
6440,CZ,2021,Fonofos,1,1.0,0.01,0.0,0.0,0.0,0.0
6441,CZ,2021,Formothion,1,1.0,0.01,0.0,0.0,0.0,0.0
6442,CZ,2021,Fosthiazate,1,1.0,0.01,0.0,0.0,0.0,0.0
6443,CZ,2021,Fuberidazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6449,CZ,2021,Heptenophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6451,CZ,2021,Hexaconazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6452,CZ,2021,Hexaflumuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6453,CZ,2021,Hexazinone,1,1.0,0.01,0.0,0.0,0.0,0.0
6454,CZ,2021,Hexythiazox (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6455,CZ,2021,Imazalil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6456,CZ,2021,Imidacloprid,1,1.0,0.01,0.0,0.0,0.0,0.0
6458,CZ,2021,Ipconazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6459,CZ,2021,Iprovalicarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6460,CZ,2021,Isocarbophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6461,CZ,2021,Isodrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6462,CZ,2021,Isofenphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6463,CZ,2021,Isofenphos-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6464,CZ,2021,Isoprocarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6465,CZ,2021,Isoprothiolane,1,1.0,0.01,0.0,0.0,0.0,0.0
6466,CZ,2021,Isoproturon,1,1.0,0.01,0.0,0.0,0.0,0.0
6467,CZ,2021,Isopyrazam (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6468,CZ,2021,Kresoxim methyl (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6469,CZ,2021,Lambda-cyhalothrin (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6470,CZ,2021,Lenacil,1,1.0,0.01,0.0,0.0,0.0,0.0
6472,CZ,2021,Linuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6473,CZ,2021,Lufenuron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6474,CZ,2021,Malathion (sum),1,1.0,0.0067,0.0029,0.0,0.0,0.0
6475,CZ,2021,Mecarbam,1,1.0,0.01,0.0,0.0,0.0,0.0
6476,CZ,2021,Mepronil,1,1.0,0.01,0.0,0.0,0.0,0.0
6477,CZ,2021,Metaflumizone (sum),1,0.0,0.0,0.0,1.0,0.01,0.0
6478,CZ,2021,Metalaxyl and metalaxyl-M (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6479,CZ,2021,Metaldehyde,1,1.0,0.01,0.0,0.0,0.0,0.0
6480,CZ,2021,Metamitron,1,1.0,0.01,0.0,0.0,0.0,0.0
6481,CZ,2021,Metazachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6482,CZ,2021,Methacrifos,1,1.0,0.01,0.0,0.0,0.0,0.0
6483,CZ,2021,Methamidophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6485,CZ,2021,Methiocarb (sum),1,1.0,0.0145,0.009,0.0,0.0,0.0
6487,CZ,2021,Methoxyfenozide,1,1.0,0.01,0.0,0.0,0.0,0.0
6488,CZ,2021,Metobromuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6489,CZ,2021,Metolachlor and S-metolachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6490,CZ,2021,Metoxuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6491,CZ,2021,Metrafenone,1,1.0,0.01,0.0,0.0,0.0,0.0
6492,CZ,2021,Metribuzin,1,1.0,0.01,0.0,1.0,0.01,0.0
6493,CZ,2021,Mevinphos (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6494,CZ,2021,Molinate,1,1.0,0.01,0.0,0.0,0.0,0.0
6495,CZ,2021,Monocrotophos,1,1.0,0.01,0.0,0.0,0.0,0.0
6496,CZ,2021,Monolinuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6497,CZ,2021,Napropamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6498,CZ,2021,Nitenpyram,1,1.0,0.01,0.0,0.0,0.0,0.0
6499,CZ,2021,Nitrofen,1,1.0,0.01,0.0,0.0,0.0,0.0
6500,CZ,2021,Novaluron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6501,CZ,2021,Nuarimol,1,1.0,0.01,0.0,0.0,0.0,0.0
6502,CZ,2021,Ofurace,1,1.0,0.01,0.0,0.0,0.0,0.0
6503,CZ,2021,Oxadiazon,1,1.0,0.01,0.0,0.0,0.0,0.0
6504,CZ,2021,Oxadixyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6505,CZ,2021,Oxamyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6506,CZ,2021,Oxycarboxin,1,1.0,0.01,0.0,0.0,0.0,0.0
6508,CZ,2021,Oxydemeton-methyl (sum),1,1.0,0.0067,0.0029,0.0,0.0,0.0
6509,CZ,2021,Oxyfluorfen,1,1.0,0.01,0.0,0.0,0.0,0.0
6510,CZ,2021,Paclobutrazol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6513,CZ,2021,Penconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6514,CZ,2021,Pencycuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6516,CZ,2021,Penflufen (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6518,CZ,2021,Pethoxamid,1,1.0,0.01,0.0,0.0,0.0,0.0
6519,CZ,2021,Phenthoate,1,1.0,0.01,0.0,0.0,0.0,0.0
6520,CZ,2021,Phosalone,1,1.0,0.01,0.0,0.0,0.0,0.0
6521,CZ,2021,Phosmet (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6522,CZ,2021,Phosphamidon,1,1.0,0.01,0.0,0.0,0.0,0.0
6523,CZ,2021,Phoxim,1,1.0,0.01,0.0,0.0,0.0,0.0
6524,CZ,2021,Picolinafen,1,1.0,0.01,0.0,0.0,0.0,0.0
6525,CZ,2021,Picoxystrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
6526,CZ,2021,Pirimicarb (sum),1,1.0,0.0137,0.0064,0.0,0.0,0.0
6527,CZ,2021,Pirimiphos-Ethyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6530,CZ,2021,Prometryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6531,CZ,2021,Propachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6532,CZ,2021,Propaquizafop,1,1.0,0.01,0.0,0.0,0.0,0.0
6533,CZ,2021,Propargite,1,1.0,0.01,0.0,0.0,0.0,0.0
6534,CZ,2021,Propazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6535,CZ,2021,Propetamphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6536,CZ,2021,Propham,1,1.0,0.01,0.0,0.0,0.0,0.0
6537,CZ,2021,Propiconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6538,CZ,2021,Propisochlor,1,1.0,0.01,0.0,0.0,0.0,0.0
6539,CZ,2021,Propoxur,1,1.0,0.01,0.0,0.0,0.0,0.0
6540,CZ,2021,Propyzamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6541,CZ,2021,Proquinazid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6542,CZ,2021,Prosulfocarb,1,1.0,0.01,0.0,0.0,0.0,0.0
6543,CZ,2021,Prosulfuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6544,CZ,2021,Prothioconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6545,CZ,2021,Prothiofos,1,1.0,0.01,0.0,0.0,0.0,0.0
6546,CZ,2021,Pymetrozine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6547,CZ,2021,Pyraclostrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
6549,CZ,2021,Pyrethrins,1,1.0,0.01,0.0,0.0,0.0,0.0
6551,CZ,2021,Pyridaphenthion,1,1.0,0.01,0.0,0.0,0.0,0.0
6552,CZ,2021,Pyrifenox,1,1.0,0.01,0.0,0.0,0.0,0.0
6553,CZ,2021,Pyrimethanil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6555,CZ,2021,Quinalphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6556,CZ,2021,Quinoclamine,1,1.0,0.01,0.0,0.0,0.0,0.0
6557,CZ,2021,Quinoxyfen,1,1.0,0.01,0.0,0.0,0.0,0.0
6560,CZ,2021,Rotenone,1,1.0,0.01,0.0,0.0,0.0,0.0
6561,CZ,2021,Secbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
6562,CZ,2021,Silthiofam,1,1.0,0.01,0.0,0.0,0.0,0.0
6563,CZ,2021,Simazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6564,CZ,2021,Simetryn,1,1.0,0.01,0.0,0.0,0.0,0.0
6565,CZ,2021,Spinosad (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
6566,CZ,2021,Spirodiclofen,1,1.0,0.004,0.0,0.0,0.0,0.0
6567,CZ,2021,Spiromesifen,1,1.0,0.01,0.0,0.0,0.0,0.0
6568,CZ,2021,Spiroxamine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6569,CZ,2021,Sulfotep,1,1.0,0.01,0.0,0.0,0.0,0.0
6570,CZ,2021,Tebufenozide,1,1.0,0.01,0.0,0.0,0.0,0.0
6571,CZ,2021,Tebufenpyrad,1,1.0,0.01,0.0,0.0,0.0,0.0
6573,CZ,2021,Teflubenzuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6574,CZ,2021,Tefluthrin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6575,CZ,2021,Terbacil,1,1.0,0.01,0.0,0.0,0.0,0.0
6576,CZ,2021,Terbufos (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6577,CZ,2021,Terbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
6578,CZ,2021,Terbuthylazine,1,1.0,0.01,0.0,0.0,0.0,0.0
6579,CZ,2021,Terbutryn,1,1.0,0.01,0.0,0.0,0.0,0.0
